time(us),speed(um/sec),reference current(mA),current(mA)
60247360,155376,290,390
60250432,146250,355,286
60253440,155376,290,416
60256512,146250,354,286
60259520,149400,333,338
60262592,152100,313,286
60265600,149400,332,390
60268672,146250,355,390
60271680,149400,333,364
60274752,146250,357,286
60277760,149400,335,416
60280832,146250,358,260
60283840,149400,336,338
60286912,152100,316,442
60289920,149400,335,312
60292992,152100,316,364
60296000,149400,335,364
60299008,149400,335,390
60302080,146250,358,260
60305088,143424,380,338
60308160,146250,361,364
60311168,155376,296,390
60314240,146250,361,234
60317248,149400,339,390
60320320,146250,362,312
60323328,149400,340,338
60326400,152100,321,390
60329408,149400,340,256
60332480,140400,406,312
60335488,149400,343,338
60338560,146250,366,364
60341568,149400,344,338
60344640,152100,324,390
60347648,149400,344,338
60350656,149400,344,416
60353728,152100,324,312
60356736,155376,300,364
60359808,152100,322,312
60362880,146250,364,364
60365888,149400,342,286
60368896,155376,299,312
60371968,152100,321,286
60375040,146250,363,364
60378048,149400,341,364
60381056,155376,298,256
60384128,152100,320,312
60387200,152100,320,256
60390208,149400,339,338
60393280,152100,319,312
60396288,155376,295,286
60399360,152100,317,286
60402368,149400,336,312
60405440,152100,317,312
60408448,155376,292,338
60411520,152100,315,286
60414528,143424,377,338
60417600,152100,316,364
60420608,161352,248,338
60423680,146250,355,286
60426688,149400,333,338
60429760,152100,313,338
60432768,149400,332,338
60435840,152100,313,234
60438848,155376,288,312
60441920,146250,353,286
60444928,143424,375,416
60448000,152100,314,234
60451008,161352,246,364
60454080,152100,310,208
60457088,143424,372,260
60460160,152100,311,312
60463168,149400,330,338
60466240,146250,353,260
60469248,155376,288,364
60472320,152100,310,234
60475328,143424,373,286
60478400,146250,354,338
60481408,155376,289,338
60484480,152100,311,338
60487488,155376,287,364
60490560,152100,309,338
60493568,149400,328,286
60496640,146250,351,364
60499648,161352,242,364
60502720,152100,306,338
60505728,149400,325,256
60508800,152100,306,494
60511808,155376,281,260
60514880,146250,346,286
60517888,155376,281,286
60520960,146250,346,312
60523968,155376,281,260
60527040,152100,303,312
60530112,146250,345,286
60533120,149400,323,364
60536128,155376,280,260
60539200,152100,302,260
60542208,149400,321,390
60545280,146250,344,364
60548288,155376,279,416
60551360,146250,344,208
60554368,149400,322,338
60557440,146250,345,286
60560448,149400,323,338
60563520,146250,346,286
60566528,149400,324,390
60569600,146250,348,312
60572608,149400,326,364
60575680,152100,306,256
60578688,155376,282,390
60581760,140400,389,338
60584768,143424,370,338
60587840,157950,266,312
60590848,155376,283,256
60593920,140400,390,260
60596928,149400,327,364
60600000,152100,308,286
60603008,155376,283,312
60606080,152100,306,338
60609088,149400,325,364
60612160,146250,348,390
60615168,149400,326,338
60618240,152100,306,312
60621248,161352,238,338
60624320,140400,388,260
60627328,143424,369,286
60630400,152100,307,364
60633408,155376,283,312
60636480,146250,348,390
60639488,149400,326,338
60642560,152100,306,390
60645568,143424,369,286
60648640,146250,350,338
60651648,161352,241,312
60654720,146250,348,312
60657728,137448,413,260
60660800,157950,268,416
60663808,155376,284,256
60666880,146250,349,312
60669888,155376,284,338
60672960,152100,306,312
60675968,155376,281,260
60679040,152100,304,312
60682048,155376,279,338
60685120,152100,302,260
60688128,155376,277,286
60691200,146250,342,260
60694208,149400,320,338
60697280,157950,258,312
60700288,155376,275,416
60703360,152100,297,312
60706368,155376,273,416
60709440,146250,337,338
60712448,155376,272,390
60715520,157950,252,312
60718592,146250,335,364
60721600,149400,313,312
60724608,155376,270,286
60727680,146250,334,338
60730688,143424,356,338
60733760,157950,252,364
60736768,161352,225,260
60739840,140400,375,312
60742848,149400,312,416
60745920,152100,292,312
60748928,149400,311,286
60752000,146250,334,312
60755008,155376,269,338
60758080,140400,377,312
60761088,155376,270,312
60764160,157950,250,338
60767168,149400,310,286
60770240,140400,376,256
60773248,155376,269,364
60776320,146250,334,312
60779328,149400,312,260
60782400,152100,293,312
60785408,155376,269,260
60788480,134550,419,260
60791488,149400,315,312
60794560,157950,253,416
60797568,149400,313,260
60800640,146250,336,312
60803648,155376,271,256
60806720,146250,336,234
60809728,149400,314,260
60812800,152100,294,338
60815808,155376,270,260
60818880,146250,335,260
60821888,149400,313,338
60824960,140400,379,256
60827968,149400,316,416
60831040,152100,296,260
60834048,149400,315,390
60837120,146250,338,286
60840128,149400,317,338
60843200,146250,340,260
60846208,155376,274,312
60849280,152100,297,286
60852288,143424,359,312
60855360,140400,383,312
60858368,155376,277,390
60861440,152100,299,286
60864448,143424,362,312
60867520,146250,343,312
60870528,155376,278,416
60873600,146250,343,234
60876608,155376,277,312
60879680,146250,342,286
60882688,149400,320,364
60885760,146250,343,260
60888768,149400,321,338
60891776,155376,278,390
60894848,146250,343,312
60897856,149400,321,416
60900928,146250,344,312
60903936,155376,279,338
60907008,152100,301,260
60910016,149400,320,286
60913088,146250,343,286
60916096,149400,322,338
60919168,146250,345,286
60922176,155376,279,338
60925248,152100,302,286
60928256,149400,321,312
60931328,146250,344,260
60934336,149400,322,338
60937408,157950,260,286
60940416,149400,320,234
60943488,146250,343,286
60946496,143424,365,338
60949568,152100,303,312
60952576,155376,279,260
60955648,152100,301,338
60958656,149400,320,312
60961728,152100,301,338
60964736,149400,320,338
60967808,152100,300,338
60970816,149400,319,312
60973888,152100,300,338
60976896,149400,319,286
60979968,146250,342,338
60982976,149400,320,260
60986048,152100,301,364
60989056,155376,276,286
60992128,152100,299,234
60995136,149400,318,234
60998208,146250,341,338
61001216,149400,319,286
61004288,146250,342,260
61007296,155376,277,364
61010368,134550,427,234
61013376,149400,323,364
61016448,152100,304,312
61019456,149400,323,364
61022528,146250,346,338
61025536,155376,280,416
61028608,152100,303,312
61031616,143424,365,390
61034688,152100,304,312
61037696,149400,323,364
61040768,146250,346,312
61043776,155376,281,416
61046848,146250,346,260
61049856,155376,280,416
61052928,152100,303,312
61055936,149400,322,286
61059008,146250,345,260
61062016,161352,236,312
61065088,146250,343,208
61068096,137448,408,286
61071104,155376,281,468
61074176,152100,303,260
61077248,146250,345,286
61080256,149400,323,338
61083264,155376,280,390
61086336,152100,302,234
61089408,146250,344,390
61092416,143424,366,364
61095424,155376,281,390
61098496,146250,346,286
61101568,140400,389,364
61104576,143424,370,338
61107584,155376,285,390
61110656,152100,307,234
61113728,140400,392,338
61116736,155376,286,390
61119808,140400,393,286
61122816,143424,374,338
61125824,149400,332,364
61128896,152100,313,338
61131904,149400,332,338
61134976,140400,398,312
61137984,149400,335,390
61141056,146250,358,364
61144064,143424,379,312
61147136,146250,361,312
61150144,149400,339,390
61153216,146250,362,338
61156224,143424,384,364
61159296,146250,365,442
61162304,155376,300,286
61165376,140400,407,338
61168384,155376,301,364
61171456,146250,366,312
61174464,149400,344,364
61177536,140400,410,364
61180544,149400,347,364
61183552,155376,303,364
61186624,146250,368,286
61189696,146250,370,364
61192704,149400,348,416
61195712,149400,348,312
61198784,146250,371,312
61201792,149400,349,338
61204864,146250,372,416
61207872,143424,394,338
61210944,146250,375,442
61213952,155376,310,338
61217024,157950,289,390
61220032,149400,349,364
61223104,140400,415,364
61226112,155376,309,312
61229184,152100,331,312
61232192,149400,350,312
61235264,152100,331,338
61238272,143424,393,338
61241344,146250,375,364
61244352,155376,309,364
61247424,163800,246,338
61250432,149400,347,234
61253504,146250,370,286
61256512,161352,261,338
61259584,146250,368,182
61262592,155376,303,364
61265664,157950,283,364
61268672,155376,299,338
61271744,140400,407,312
61274752,155376,300,338
61277824,163800,237,286
61280832,155376,295,286
61283904,152100,317,286
61286976,152100,317,364
61289984,149400,336,260
61293056,152100,316,338
61296064,161352,248,338
61299136,146250,355,286
61302144,149400,333,338
61305216,152100,314,312
61308224,161352,246,390
61311296,157950,267,312
61314304,149400,327,234
61317376,146250,350,338
61320384,155376,285,312
61323456,146250,350,312
61326464,155376,284,286
61329536,152100,307,286
61332544,149400,326,286
61335616,152100,306,364
61338624,155376,282,364
61341696,152100,304,312
61344704,155376,280,312
61347776,146250,345,286
61350784,155376,279,338
61353856,146250,344,260
61356864,155376,279,364
61359936,152100,301,234
61362944,149400,320,312
61366016,140400,386,256
61369024,155376,280,442
61372096,146250,345,312
61375104,149400,323,312
61378176,146250,346,338
61381184,149400,324,312
61384256,140400,390,260
61387264,155376,283,416
61390336,140400,391,286
61393344,143424,372,338
61396416,146250,353,256
61399424,155376,288,364
61402496,146250,353,260
61405504,149400,331,364
61408576,152100,311,364
61411584,155376,287,364
61414656,146250,352,338
61417664,149400,330,312
61420736,146250,353,338
61423744,143424,375,286
61426752,149400,333,338
61429824,146250,356,312
61432832,149400,334,338
61435904,146250,357,364
61438912,149400,335,390
61441984,146250,358,260
61444992,155376,293,338
61448064,146250,358,234
61451072,149400,336,390
61454144,146250,359,338
61457152,155376,294,364
61460224,146250,359,312
61463232,149400,337,390
61466304,146250,360,260
61469312,149400,338,364
61472384,152100,319,338
61475392,155376,294,338
61478464,146250,359,364
61481472,143424,381,312
61484544,146250,362,416
61487552,149400,340,364
61490560,149400,340,312
61493632,146250,364,234
61496640,149400,342,338
61499712,152100,322,364
61502720,155376,298,312
61505792,140400,405,260
61508800,155376,299,416
61511872,157950,279,286
61514880,149400,339,286
61517952,140400,404,260
61520960,155376,298,390
61524032,152100,320,338
61527040,149400,340,312
61530112,146250,363,338
61533120,155376,297,390
61536192,152100,320,286
61539200,149400,339,364
61542272,152100,319,364
61545280,155376,295,286
61548352,152100,317,286
61551424,152100,316,286
61554432,149400,335,338
61557504,146250,359,390
61560512,149400,337,390
61563520,161352,250,364
61566592,146250,357,312
61569600,149400,335,390
61572672,152100,315,364
61575680,149400,334,208
61578752,152100,315,338
61581760,155376,290,338
61584832,146250,355,256
61587840,137448,421,286
61590912,152100,317,364
61593920,149400,336,312
61596992,146250,360,364
61600000,149400,338,286
61603072,152100,318,364
61606080,155376,294,364
61609152,140400,401,260
61612160,149400,338,390
61615232,146250,362,364
61618240,149400,340,468
61621312,134550,448,338
61624320,149400,344,416
61627392,152100,325,312
61630400,149400,344,364
61633472,152100,324,338
61636480,155376,300,338
61639552,146250,365,312
61642560,149400,343,364
61645632,146250,366,260
61648640,161352,257,312
61651712,146250,364,260
61654720,149400,342,364
61657792,152100,323,364
61660800,149400,342,256
61663872,146250,365,390
61666880,155376,299,364
61669952,152100,322,364
61672960,143424,384,312
61676032,152100,323,390
61679040,149400,342,338
61682112,152100,323,364
61685120,155376,298,286
61688192,152100,320,256
61691200,155376,296,312
61694272,146250,361,416
61697280,149400,339,312
61700352,152100,320,416
61703360,155376,295,312
61706432,152100,317,312
61709440,161352,249,312
61712512,152100,314,234
61715520,149400,333,256
61718592,152100,313,338
61721600,161352,245,364
61724672,146250,352,286
61727680,149400,330,312
61730752,146250,353,338
61733760,155376,288,312
61736832,152100,310,260
61739840,155376,286,312
61742912,152100,308,256
61745920,143424,371,312
61748992,146250,352,364
61752000,161352,243,416
61755072,152100,307,260
61758080,149400,326,338
61761152,146250,349,286
61764160,149400,328,390
61767232,152100,308,312
61770240,155376,284,338
61773312,152100,306,260
61776320,143424,368,338
61779392,140400,392,338
61782400,161352,243,338
61785472,152100,307,260
61788480,149400,326,338
61791552,152100,306,286
61794560,155376,282,390
61797632,146250,347,260
61800640,155376,281,312
61803712,152100,304,260
61806720,143424,366,260
61809792,152100,305,364
61812800,155376,281,286
61815872,152100,303,312
61818944,146250,345,286
61821952,155376,279,338
61825024,157950,259,312
61828032,143424,363,286
61831104,152100,301,284
61834112,155376,277,338
61837184,140400,385,312
61840192,143424,365,390
61843264,157950,261,256
61846272,143424,365,312
61849344,146250,346,312
61852352,149400,324,390
61855424,152100,305,256
61858432,149400,324,390
61861440,149400,324,312
61864512,140400,390,338
61867520,149400,327,442
61870592,152100,307,312
61873600,143424,370,338
61876672,146250,351,312
61879680,149400,329,312
61882752,140400,395,364
61885760,155376,289,442
61888832,146250,354,312
61891840,149400,332,416
61894912,157950,270,286
61897920,143424,373,312
61900992,140400,397,260
61904000,161352,247,416
61907072,146250,354,234
61910080,143424,376,416
61913152,152100,314,312
61916160,149400,333,364
61919232,146250,357,260
61922240,155376,291,390
61925312,146250,356,312
61928320,149400,334,312
61931392,152100,315,312
61934400,149400,334,338
61937472,146250,357,312
61940480,149400,335,364
61943488,155376,292,364
61946560,152100,314,338
61949632,146250,356,364
61952640,149400,334,338
61955648,155376,291,390
61958720,140400,398,312
61961728,143424,379,338
61964800,146250,360,338
61967808,143424,382,256
61970880,146250,363,390
61973888,149400,342,364
61976960,140400,407,286
61979968,149400,344,416
61983040,152100,325,338
61986048,143424,388,390
61989120,140400,411,364
61992128,149400,349,416
61995200,146250,372,286
61998208,155376,306,286
62001280,140400,414,312
62004288,143424,395,364
62007360,146250,376,442
62010368,143424,398,312
62013440,152100,336,468
62016448,149400,355,256
62019520,140400,421,390
62022528,149400,358,364
62025536,149400,358,256
62028608,146250,382,390
62031616,149400,360,390
62034688,146250,383,286
62037696,149400,361,416
62040768,146250,384,364
62043776,149400,362,364
62046848,157950,300,312
62049856,149400,360,364
62052928,146250,383,364
62055936,155376,318,390
62059008,152100,340,312
62062016,155376,316,338
62065088,146250,381,364
62068096,149400,359,364
62071168,146250,382,256
62074176,155376,317,338
62077248,152100,339,364
62080256,155376,314,338
62083328,146250,379,390
62086336,155376,314,364
62089408,157950,294,416
62092416,155376,310,0
62095296,149904,348,234
62098368,146250,375,338
62101376,155376,310,256
62104448,146250,375,364
62107456,155376,309,338
62110528,157950,289,338
62113536,155376,305,260
62116608,146250,370,312
62119616,155376,305,338
62122688,157950,285,338
62125696,149400,345,286
62128768,152100,325,364
62131776,155376,301,338
62134848,146250,366,312
62137856,155376,300,390
62140928,152100,323,286
62143936,155376,298,312
62147008,152100,321,312
62150080,152100,320,286
62153088,161352,252,260
62156160,157950,273,234
62159168,149400,333,312
62162240,152100,314,286
62165248,155376,290,260
62168320,146250,355,312
62171328,155376,289,364
62174400,157950,269,256
62177408,155376,285,260
62180480,152100,308,286
62183488,155376,283,338
62186560,146250,348,312
62189568,161352,239,390
62192640,152100,303,286
62195648,143424,366,260
62198720,146250,347,364
62201728,161352,238,442
62204800,152100,302,338
62207808,155376,278,256
62210880,140400,386,364
62213888,149400,323,338
62216960,146250,346,260
62219968,155376,281,260
62223040,146250,346,256
62226048,143424,367,286
62229120,146250,348,286
62232128,149400,327,256
62235200,152100,307,364
62238208,155376,283,338
62241280,152100,305,312
62244288,143424,368,338
62247360,146250,349,390
62250368,155376,283,364
62253440,152100,306,208
62256448,149400,325,312
62259520,140400,391,0
62262400,149904,324,364
62265408,149400,328,286
62268480,152100,308,338
62271488,149400,327,338
62274560,146250,350,364
62277568,149400,329,364
62280576,143424,372,260
62283648,146250,354,390
62286656,155376,288,364
62289728,152100,311,208
62292736,143424,373,286
62295808,146250,354,312
62298816,155376,289,312
62301888,146250,354,338
62304896,149400,332,260
62307968,152100,313,364
62310976,149400,332,0
62313856,143658,374,234
62316928,146250,356,416
62319936,155376,291,390
62323008,146250,356,286
62326016,143424,378,286
62329088,157950,274,364
62332096,149400,334,312
62335168,146250,357,338
62338176,149400,335,338
62341184,149400,335,312
62344256,140400,401,312
62347264,155376,295,390
62350336,146250,360,312
62353344,149400,338,338
62356416,140400,403,312
62359424,155376,297,364
62362496,152100,319,390
62365504,149400,338,364
62368576,146250,362,442
62371584,149400,340,338
62374656,146250,363,390
62377664,149400,341,390
62380736,152100,321,364
